storyid,sentence1,sentence2,sentence3,sentence4,sentence5,label
81c9b23a-deb3-4937-9ca8-ad22b99734d7-c,"Naomi and Andy were riding their bikes in downtown SF. —— HasPrerequisite: get in your car, wear helmet, drive —— Causes: traffic jam, death, you will see many person.","Naomi heard a loud crash and turned around to look at Andy. —— HasPrerequisite: be quiet, listen to music, listen —— Causes: your friend to be sad, laughter, you hear.","Andy had swerved away from an oncoming vehicle and into a trolley. —— HasPrerequisite: get out of traffic, get in car, use your hand —— Causes: car to crash, car to hit another car, accident.","On impact Andy was flung over his handlebars and landed on his wrist. —— HasPrerequisite: dexterity, wrist brace, have wrist —— Causes: it break, break bone, it to break.","Andy's wrist was broken. —— HasPrerequisite: be in accident, be in pain, break it —— Causes: pain, death, bleed.",1
81c9b23a-deb3-4937-9ca8-ad22b99734d7-c,"Naomi and Andy were riding their bikes in downtown SF. —— HasPrerequisite: get in your car, wear helmet, drive —— Causes: traffic jam, death, you will see many person.","Naomi heard a loud crash and turned around to look at Andy. —— HasPrerequisite: be quiet, listen to music, listen —— Causes: your friend to be sad, laughter, you hear.","Andy had swerved away from an oncoming vehicle and into a trolley. —— HasPrerequisite: get out of traffic, get in car, use your hand —— Causes: car to crash, car to hit another car, accident.","On impact Andy was flung over his handlebars and landed on his wrist. —— HasPrerequisite: dexterity, wrist brace, have wrist —— Causes: it break, break bone, it to break.","Andy's wrist was broken. —— HasPrerequisite: be in accident, be in pain, break it —— Causes: pain, death, bleed.",0
685c4f7f-90b9-4035-9a1b-3de1c5ceb856-c,"Dana couldn't find her car keys this morning. —— HasPrerequisite: have key, have car key, have car —— Causes: get in car, accident, drive.","She looked everywhere. —— HasPrerequisite: go to bathroom, makeup, have hair —— Causes: beautiful, look beautiful, look good.","She examined each room carefully. —— HasPrerequisite: open door, look at furniture, look —— Causes: look for sign of life, find thing, look for sign.","She finally signaled a sigh of relief. —— HasPrerequisite: relief, relax, stop be sad —— Causes: relief, relaxation, relax.","Dana found her keys in her back pocket. —— HasPrerequisite: pocketknife, have pocket, money —— Causes: you have something to hide, you have money, you have something.",1
685c4f7f-90b9-4035-9a1b-3de1c5ceb856-c,"Dana couldn't find her car keys this morning. —— HasPrerequisite: have key, have car key, have car —— Causes: get in car, accident, drive.","She looked everywhere. —— HasPrerequisite: go to bathroom, makeup, have hair —— Causes: beautiful, look beautiful, look good.","She examined each room carefully. —— HasPrerequisite: open door, look at furniture, look —— Causes: look for sign of life, find thing, look for sign.","She finally signaled a sigh of relief. —— HasPrerequisite: relief, relax, stop be sad —— Causes: relief, relaxation, relax.","Dana found her keys in her back pocket. —— HasPrerequisite: pocketknife, have pocket, money —— Causes: you have something to hide, you have money, you have something.",0
22dc8183-9e6b-4835-9bc6-adab372b687d-c,"Heather decided to call her grandma on her birthday. —— HasPrerequisite: buy present, bake cake, get present —— Causes: party, celebration, get gift.","She dialed Grandma's phone number. —— HasPrerequisite: know phone number, dial number, have telephone —— Causes: operator to pick up phone, get voice mail, operator to pick up.","The phone rang. —— HasPrerequisite: pick up receiver, get your phone out, pick up phone —— Causes: headache, distraction, interruption.","Grandma answered the phone. —— HasPrerequisite: get phone number, have phone, telephone —— Causes: talk to caller, person to pick up on it, person to talk.","She hung up on Heather and unplugged the phone. —— HasPrerequisite: dial number, use your finger, have phone —— Causes: dial number, it to ring, it ring.",0
22dc8183-9e6b-4835-9bc6-adab372b687d-c,"Heather decided to call her grandma on her birthday. —— HasPrerequisite: buy present, bake cake, get present —— Causes: party, celebration, get gift.","She dialed Grandma's phone number. —— HasPrerequisite: know phone number, dial number, have telephone —— Causes: operator to pick up phone, get voice mail, operator to pick up.","The phone rang. —— HasPrerequisite: pick up receiver, get your phone out, pick up phone —— Causes: headache, distraction, interruption.","Grandma answered the phone. —— HasPrerequisite: get phone number, have phone, telephone —— Causes: talk to caller, person to pick up on it, person to talk.","She hung up on Heather and unplugged the phone. —— HasPrerequisite: dial number, use your finger, have phone —— Causes: dial number, it to ring, it ring.",1
7e84ad2a-1ad9-4228-8998-03cc10ee6664-c,"It was very hot outside. —— HasPrerequisite: get out your wallet, have money, have tooth —— Causes: you feel sad, headache, pain.","Since it was so hot, I decided to make popsicles. —— HasPrerequisite: have some ice, buy some, get some —— Causes: you would be warm, death, cold.","I took a mold and filled it with fruit juice. —— HasPrerequisite: get juice, open juice bottle, have juice —— Causes: i would not be thirsty, i would not get drunk, i would get thirsty.","Then, I put the popsicles in the freezer. —— HasPrerequisite: freezer in freezer, get freezer, freezer in kitchen —— Causes: freezer in freezer, freezer in my house, freeze food.","I immediately took them out and put them in the fridge. —— HasPrerequisite: have fridge, have refrigerator, open door —— Causes: i would not be able to eat meat, i would not be hungry anymore, i would not be hungry.",0
7e84ad2a-1ad9-4228-8998-03cc10ee6664-c,"It was very hot outside. —— HasPrerequisite: get out your wallet, have money, have tooth —— Causes: you feel sad, headache, pain.","Since it was so hot, I decided to make popsicles. —— HasPrerequisite: have some ice, buy some, get some —— Causes: you would be warm, death, cold.","I took a mold and filled it with fruit juice. —— HasPrerequisite: get juice, open juice bottle, have juice —— Causes: i would not be thirsty, i would not get drunk, i would get thirsty.","Then, I put the popsicles in the freezer. —— HasPrerequisite: freezer in freezer, get freezer, freezer in kitchen —— Causes: freezer in freezer, freezer in my house, freeze food.","I immediately took them out and put them in the fridge. —— HasPrerequisite: have fridge, have refrigerator, open door —— Causes: i would not be able to eat meat, i would not be hungry anymore, i would not be hungry.",1
bb1f68c2-642e-4153-aca0-9628f6b6e000-c,"A man was stranded on an island. —— HasPrerequisite: get boat, bait boat, boat —— Causes: drown, death, starvation.","He had no idea if anybody would come to save him. —— HasPrerequisite: money, go to jail, get drunk —— Causes: regret his decision, arrest, death.","The first thing he did was make a fire. —— HasPrerequisite: get out of bed, get extinguisher, aim —— Causes: fire, burn, death.","Next thing he did was start building a shelter. —— HasPrerequisite: find shelter, get shelter, get fire —— Causes: it to get warm, get warm, fire.","Just then, a large cruise ship passed and he was rescued. —— HasPrerequisite: go to park lot, go to park, get licence —— Causes: car crash, car accident, car to crash.",1
bb1f68c2-642e-4153-aca0-9628f6b6e000-c,"A man was stranded on an island. —— HasPrerequisite: get boat, bait boat, boat —— Causes: drown, death, starvation.","He had no idea if anybody would come to save him. —— HasPrerequisite: money, go to jail, get drunk —— Causes: regret his decision, arrest, death.","The first thing he did was make a fire. —— HasPrerequisite: get out of bed, get extinguisher, aim —— Causes: fire, burn, death.","Next thing he did was start building a shelter. —— HasPrerequisite: find shelter, get shelter, get fire —— Causes: it to get warm, get warm, fire.","Just then, a large cruise ship passed and he was rescued. —— HasPrerequisite: go to park lot, go to park, get licence —— Causes: car crash, car accident, car to crash.",0
c8906127-37af-4237-bcd4-674508b131fb-c,"Jerry loved running everywhere. —— HasPrerequisite: buy some weed, get some weed, have wife —— Causes: you feel good about yourself, you feel good, happiness.","He ran to school and back. —— HasPrerequisite: go to school, get in shape, go outdoors —— Causes: get into trouble, get into fight, he get hurt.","He ran to the store. —— HasPrerequisite: go to store, money, get money —— Causes: he buy thing, get money, buy grocery.","One day there was a beautiful sunset. —— HasPrerequisite: go outdoors, go to store, get license —— Causes: you feel sad, depression, sadness.","Jerry continued to run. —— HasPrerequisite: get in car, energy, get some food —— Causes: depression, you feel good, you feel sad.",0
