text,emotionlist
"Kim wanted to throw up her food, but worried it was too late.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
She had tried to use a toothbrush and failed.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
She found a bottle of ipecac in the medicine cabinet.,"[u'surprise', u'fear', u'anticipation', u'sadness', u'disgust']"
After reading the label she chickened out.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Tim wanted to play the flute.,"[u'joy', u'anticipation']"
He was terrible at it.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'trust']"
He thought he would never be able to play it.,"[u'anger', u'sadness', u'anticipation', u'disgust']"
He practiced hard.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Soon he was the best flute player in his school.,"[u'anticipation', u'joy', u'trust', u'surprise']"
The shuttle arrived to the school.,[]
"When I got up from my seat, my wallet fell out of my pocket.","[u'surprise', u'fear', u'anticipation', u'sadness']"
It landed in a small opening.,[]
I called the lost-and-found when I realized this.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Thankfully the wallet was reported found.,"[u'joy', u'trust', u'surprise']"
"One day, Oscar's car stopped functioning.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Oscar decided to sell his old vehicle to a mechanic.,"[u'anticipation', u'joy', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"With the money from his sale, Oscar went to the car dealership.","[u'trust', u'joy', u'anticipation', u'surprise']"
Oscar purchased a blue convertible for a fair price.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Oscar drove home in his new car.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Jasper notices his hands are very cold when he drives to work.,"[u'anger', u'surprise', u'sadness', u'fear', u'disgust']"
He decides he needs a good pair of gloves to keep his hands warm.,"[u'trust', u'surprise', u'anticipation']"
He looks for a pair that is high quality but not too expensive.,"[u'trust', u'joy', u'anticipation']"
Finally he buys a pair that he loves.,"[u'joy', u'anticipation', u'surprise']"
Now Jasper has nice warm hands when he drives to work.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Teddy curled his arm hair.,"[u'joy', u'anticipation', u'surprise']"
Some girls told him it was gross.,"[u'surprise', u'sadness', u'fear', u'disgust']"
He didn't listen to them.,"[u'anger', u'surprise', u'disgust', u'joy']"
He shaved it off to make a statement.,"[u'anticipation', u'joy', u'disgust', u'anger', u'surprise', u'fear']"
All the girls were impressed.,"[u'anticipation', u'joy', u'trust', u'surprise']"
In the first police interrogation Ike was very confused.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
No one told him why he was arrested but only that he should confess.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
He refused to confess to anything and demanded a lawyer.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
The detective in the room told him he can see a lawyer in a few hours.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Ike decided to stop talking and wait until he could get a lawyer.,"[u'anger', u'surprise', u'fear', u'anticipation', u'disgust']"
Will was trying to be healthier.,"[u'anticipation', u'joy', u'fear', u'trust']"
"So he had an apple, banana, and mango smoothie everyday for breakfast.","[u'anticipation', u'joy', u'trust']"
But he later found out about its high sugar content.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
So he felt regretful about having the smoothie everyday.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
Will decided to only have the smoothie a few times a week.,"[u'anticipation', u'joy', u'sadness', u'trust', u'surprise']"
Tom was baking cookies on a weekend.,"[u'joy', u'anticipation']"
All his roommates loved the smell.,"[u'anticipation', u'joy', u'trust', u'surprise']"
They all wanted to eat some.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Tom didn't make enough for everyone.,"[u'surprise', u'fear', u'sadness']"
His roommates were disappointed.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
I was working for a government transit authority on 911.,[]
We continued business as usual for awhile.,[]
"Then, during a meeting we were told the building was shutting down.",[]
I hurried home on my bike.,[]
My wife had to work all day.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
The leopard was hungry as a drought had made food scarce.,"[u'anger', u'fear', u'anticipation', u'sadness']"
I stalked silently through the forest for prey.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Eventually it came across a deer feeding on grass.,"[u'joy', u'fear', u'anticipation', u'surprise']"
It crept quietly until it was close enough to pounce.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"It leaped on the deer and fed, at last satisfying its hunger.","[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
My coworker Anna dressed nicely at work.,"[u'anticipation', u'joy', u'trust', u'surprise']"
One day I was walking to the copier behind her.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
The button behind her skirt had broken.,"[u'anger', u'surprise', u'fear', u'anticipation', u'disgust']"
I told her discretely.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'surprise', u'fear', u'trust']"
She covered up and returned to her cubicle to fix the problem.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
A watch lay on a table in a bar.,[]
A man walked by it and gave it a look.,"[u'joy', u'fear', u'anticipation', u'surprise']"
No one was around so he took the watch.,"[u'joy', u'fear', u'anticipation', u'surprise']"
The man put it on his wrist and checked the time.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
The watch was 5 minutes slow but worked.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
There was a great bodybuilder who regularly went to the gym.,[]
He loved to show off his big muscles.,[]
There was also a skinny guy who wanted some advice on weightlifting.,"[u'anticipation', u'sadness', u'trust', u'fear', u'joy']"
The body builder told him all of his secrets.,"[u'joy', u'trust']"
"Six months later, the skinny guy could bench press 200 lbs!","[u'anticipation', u'joy', u'trust', u'surprise']"
Dominique was taking swimming lessons.,"[u'anticipation', u'joy', u'trust']"
She was scared of the deep end.,"[u'surprise', u'fear', u'anticipation', u'sadness']"
In order to pass her class she had to swim to the deep end.,"[u'surprise', u'fear', u'anticipation', u'sadness']"
So her mom pushed her off the edge of the pool.,"[u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Dominique swam and never looked back.,"[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
Joe spent several minutes picking the perfect pair.,"[u'anticipation', u'joy', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
He was at the grocery store checking each one out.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"He would squeeze, look and evaluate.","[u'anticipation', u'joy', u'trust']"
Finally he bit into his choice and had a terrible surprise.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
It had a worm in it.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Beth went hunting with her uncle.,[]
They spotted a large deer.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Beth took one shot and killed the deer.,"[u'trust', u'joy', u'anticipation', u'surprise']"
They brought it back home and stored it.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Beth and her uncle dried the meat so they could eat it later.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Dan walked in the woods on a warm spring day.,"[u'anticipation', u'joy', u'trust', u'surprise']"
He found a patch of wild morel mushrooms.,"[u'surprise', u'fear', u'anticipation', u'joy']"
Dan plucked the mushrooms out of the ground.,"[u'trust', u'joy', u'anticipation', u'surprise']"
He brought them home in a canvas bag.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Dan ate morels for dinner that night.,"[u'joy', u'anticipation']"
Ren asked a friend to write a report or her.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
It took her friend a few days to prepare the paper.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'fear', u'trust']"
They exchanged the money and report when the paper was due.,"[u'anticipation', u'joy', u'trust']"
"After the class, Ren received a phone call from her friend.","[u'anticipation', u'joy', u'disgust', u'surprise', u'fear', u'trust']"
She was mad since her report received an F.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Debbie was trying to apply for a home loan.,"[u'joy', u'fear', u'anticipation']"
Unfortunately she learned that her credit was too low.,"[u'surprise', u'sadness', u'anticipation', u'fear']"
"She went home, researched how to fix it and got started.","[u'anticipation', u'joy', u'sadness', u'disgust', u'surprise', u'fear', u'trust']"
Everything said it might take a year but she tried again in months.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
To her delight she was finally approved for the loan.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Mike was a 28 year old man who wore diapers.,"[u'fear', u'sadness', u'disgust']"
Mike only wore diapers because he was to lazy to use the restroom.,"[u'joy', u'sadness', u'disgust']"
One day Mike was shopping at the mall when he smelled something bad.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Mike soon realized he had soiled his adult size diaper.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Mike immediately went home and changed his soiled diaper.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Sean saw an Ugly Sweater Maker contest.,"[u'anticipation', u'joy', u'trust', u'surprise']"
He designed his own sweater but he wanted to win it for real.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
He put his link out there and advertised like crazy.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Somehow it worked and he won the sweater.,"[u'anticipation', u'joy', u'trust', u'surprise']"
It arrived soon after  but he never really used it again.,"[u'surprise', u'sadness', u'disgust']"
It had been raining all evening.,[]
Tom and Robert called for a taxi to get back home.,"[u'trust', u'joy', u'fear', u'anticipation']"
They waited nearly one hour for a taxi to arrive.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"No taxi arrived, and the line for the taxi was quite long.","[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
Tom and Robert decided to walk the five miles home.,"[u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Jill wanted to go skating.,"[u'trust', u'joy', u'anticipation']"
She did not want to go alone.,"[u'fear', u'anticipation', u'sadness']"
Her sister offered to go with her.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Jill was so thrilled.,"[u'anticipation', u'joy', u'trust', u'surprise']"
They both went to the skate park together.,"[u'anticipation', u'joy', u'trust', u'surprise']"
I had lost my job and was unable to afford new clothes.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
I put on a shirt that had holes in it and went to a thrift store.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
I asked them if they had any old clothes to spare.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
The thrift store manager gave me a bag of clothes.,"[u'anticipation', u'joy', u'sadness', u'anger', u'surprise', u'trust']"
I was very grateful for the gift.,"[u'anticipation', u'joy', u'trust', u'surprise']"
It was Ray's last day as a newsman.,"[u'joy', u'sadness', u'anticipation', u'fear']"
He looked at his script from the night and took out a pen.,"[u'anticipation', u'joy', u'sadness', u'anger', u'fear', u'trust']"
He changed around some stories and wrote an original poem.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
His producer was very confused by the broadcast when it aired.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Ray finished his segment and took a bow.,"[u'joy', u'sadness', u'anticipation']"
Ellen had a huge crush on her classmate Evan.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
