,text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
1092,Then she used a rake to break up the clay.,0,1,0,0,1,0,0,0
1093,Som got some sod to cover the yard at the garden store.,0,0,0,0,1,0,0,1
1094,She shortly put the sod down on watered soil.,0,1,0,0,1,0,1,1
1095,John didn't have money for the rent.,1,1,1,1,0,1,1,0
1096,He needed to find a job quickly.,1,1,1,1,0,1,1,0
1097,John started working at a restaurant.,0,1,0,0,1,0,1,1
1098,He worked every day for three weeks.,1,1,1,1,1,1,1,1
1099,John was able to pay the rent on time.,0,1,1,1,1,1,1,1
1100,Anna forgot to remove her lipstick from her pocket.,1,1,1,1,0,1,1,0
1101,She put her jeans into the washing machine and then dried them.,1,1,1,1,0,1,1,0
1102,The lipstick opened in the dryer.,1,0,1,1,0,1,1,0
1103,It melted all over everything.,1,0,1,1,0,1,1,0
1104,Anna had to wash the entire load again!,1,0,1,0,0,1,1,0
1105,I threw the whole wheat bread into the toaster.,0,1,0,0,1,0,0,1
1106,It heated the bread for several minutes in order to toast it.,0,0,0,0,0,0,0,0
1107,I had difficulty taking out the bread since it was stuck.,1,1,1,1,0,1,1,0
1108,"When I took one loaf out, part of it was left in the toaster.",1,0,1,1,0,1,1,0
1109,"However, I ate the part that I took out.",1,1,1,0,0,1,1,1
1110,Jack was getting bullied on his way to school.,1,1,1,1,0,1,0,0
1111,The bigger kids would surround him and take his bookbag and dump it.,1,0,1,1,0,1,0,0
1112,His brother devised a plan.,1,1,1,1,1,1,1,1
1113,The next day the bullies grabbed Jack's bag and dumped it out.,1,0,1,1,0,1,1,0
1114,"It was full of rubber snakes, causing them to scream and run away.",0,0,0,0,1,0,1,1
1115,Donna fell in love with him instantly.,0,1,0,0,1,0,1,1
1116,She decided to tell her parents.,0,1,0,0,1,0,0,1
1117,They objected to their union.,0,0,0,0,0,1,0,0
1118,Donna confesses her love once again.,1,1,0,1,0,1,1,1
1119,Donna and her parents decide to go to counseling.,1,1,0,0,0,1,1,1
1120,Tom was drunk at a party.,0,0,1,1,0,1,0,0
1121,He told a friend a dark secret.,0,0,1,1,1,1,1,1
1122,The friend promised never to tell.,0,0,1,0,1,1,0,1
1123,Within weeks everyone knew.,1,1,1,1,0,1,1,0
1124,Tom had to stop talking to his friends.,1,1,1,1,0,1,1,0
1125,"One new Year's, Vicky resolved to build her own home.",0,1,0,0,1,0,0,0
1126,She bought an acre of land in the country.,0,1,0,1,1,0,1,0
1127,She packed her things into storage and lived in a tent on her land.,1,1,0,1,1,1,1,1
1128,Every minute of her spare time was spent working on her house.,0,0,0,0,0,0,0,0
1129,"By the end of summer, she was able to move into her new cabin home.",0,1,0,0,1,0,0,1
1130,Kai's mom invited him to a movie.,0,1,0,0,1,0,1,1
1131,Kai agreed to go with her.,0,1,0,0,1,0,1,1
1132,They went to see a horror movie.,0,1,1,1,1,0,1,1
1133,The movie was terrifying!,0,1,1,1,1,0,1,0
1134,Kai and his mom both had a great time!,0,1,0,0,1,1,1,1
1135,Ryan and his friends were stranded in a small town.,1,1,1,1,1,1,1,1
1136,They didn't have anything to do.,1,1,1,1,0,1,1,0
1137,They decided to crash the town prom.,0,1,0,1,1,1,1,1
1138,They had a great time.,0,1,0,0,1,0,1,1
1139,Then they all got kicked out.,1,1,0,1,1,1,1,1
1140,Rachel went to the beach alone.,0,0,1,0,0,1,0,0
1141,She decided to take a nap under a palm tree.,0,1,0,0,1,0,1,1
1142,"When she woke up, she found her bag had been stolen.",1,1,1,1,0,1,1,0
1143,The police vowed to find her bag for her.,1,1,1,1,1,1,1,1
1144,"The next day, she got a call from the police saying it had been found.",1,1,1,1,1,1,1,1
1145,Tom moved into a house that was very old.,1,1,1,1,0,1,1,0
1146,"He had to update everything inside, especially the rug.",1,1,1,1,1,1,1,1
1147,"Tom yanked up the old shag rug, piece by piece.",1,0,0,1,0,1,0,0
1148,All the dust that kicked up made him cough.,1,0,1,1,1,1,1,1
1149,After taking a fresh air break he finished pulling the rug.,0,1,0,0,1,0,1,1
1150,Roger wanted to play tennis as well as Roger Federer.,0,1,0,0,1,0,0,1
1151,Roger was blind though.,1,1,0,1,0,1,1,0
1152,He would listen for the sound of the ball bouncing.,0,1,0,0,1,0,0,1
1153,Then he would chase the ball and hit it.,0,1,0,0,1,0,0,1
1154,No one ever told Roger all his balls never landed in the court.,0,1,0,0,1,1,0,1
1155,My boyfriend took me to Amsterdam one year.,0,1,0,0,1,0,1,1
1156,We stayed at a hotel near the coffee shops.,0,1,1,1,1,0,1,1
1157,"I legally smoked marijuana, but my boyfriend opted not to.",0,1,0,0,1,0,1,0
1158,The clubs and coffee shops were like another world.,0,1,1,1,1,1,1,1
1159,It was the most peaceful place I've ever visited.,0,1,0,0,1,0,1,1
1160,Trudy was not very good at math.,0,0,0,0,0,0,0,0
1161,"No matter how hard she tried, she didn't understand.",0,0,0,0,0,0,0,0
1162,A tutor tried to help Trudy with her math.,0,0,0,0,0,0,0,0
1163,The tutor was unsuccessful.,1,1,1,1,0,1,1,1
1164,Trudy never learned how to do math very well.,1,1,1,1,0,1,1,0
1165,Alexis collected teddy bears.,0,1,0,0,1,0,0,1
1166,She had about a dozen of them.,0,1,0,0,1,0,0,1
1167,One day two were stolen.,1,0,1,1,0,1,1,0
1168,She couldn't figure out who stole them.,1,0,1,1,0,1,1,0
1169,Finally her brother gave them back.,1,1,1,1,1,1,1,0
1170,I loved beef jerky.,0,1,0,0,1,0,1,1
1171,I decided to make homemade jerky.,0,1,0,1,1,0,1,1
1172,I bought a dehydrator.,0,1,0,0,1,0,0,0
1173,I made some jerky.,0,1,0,0,1,0,0,1
1174,It was so tasty I decided to open a jerky business.,0,1,0,0,1,0,1,1
1175,Gabby was graduating from high school.,0,1,0,1,1,0,1,0
1176,She went to a college to take a tour.,0,1,0,0,1,0,0,1
1177,She didn't know if she wanted to go to school there.,0,1,0,1,1,0,1,0
1178,She decided to go look at another one instead.,0,1,0,1,0,1,1,0
1179,She wanted the school to be the perfect fit for her.,0,1,0,1,1,0,1,1
1180,The man went to prison.,1,1,1,1,0,1,1,0
1181,He was innocent.,1,1,1,1,0,1,1,0
1182,He asked for another trial.,1,1,1,1,0,1,1,0
1183,It took five years to get one.,1,1,1,1,0,1,1,0
1184,He was found to be innocent.,1,1,1,1,1,1,1,0
1185,I went to the grocery store this morning.,0,1,0,0,1,0,0,0
1186,I used my cell phone to check the coupons in my account.,0,1,0,0,1,0,1,1
1187,"When I got home, I couldn't find my cell phone.",1,1,0,1,0,1,1,0
1188,I called the store and someone had turned it in.,0,1,0,0,1,0,1,1
1189,"I had to go back to the store, but was very glad to have my phone!",1,1,1,0,1,1,1,1
1190,Andrew was playing in a baseball game.,0,1,0,0,1,0,0,0
1191,He was running to home.,0,1,0,1,1,0,0,1
1192,The ball was being thrown in and Andrew slid.,0,1,0,1,1,0,1,0
1193,Andrew tore up his pants.,1,0,1,1,0,1,1,0
1194,Andrew had to buy a new pair of pants.,1,1,1,0,1,1,1,1
1195,"Chuck had a big track meet coming up, and wanted to get a medal.",0,1,0,0,1,0,0,1
1196,He decided to pay for a private trainer to help improve his speed.,0,1,0,0,1,0,0,1
1197,His trainer made him work harder than he ever had before.,0,1,0,1,1,0,1,1
1198,Eventually Chuck became incredibly fast.,0,1,0,0,1,0,1,1
1199,Chuck blew away his competitors at the meet and won the gold medal.,1,1,1,0,1,1,1,1
1200,My friends decided to visit me.,0,1,0,0,1,0,1,1
1201,My mom handed a platter of cookies to them.,0,1,0,0,1,0,1,1
1202,Timmy caught an allergic reaction after taking a bite of a cookie.,1,1,1,1,0,1,1,1
1203,I quickly took him to the hospital.,1,1,1,1,0,1,1,1
1204,The physician was able to stop the allergic reaction.,0,1,1,1,1,1,0,0
1205,"I got accepted to college, but could not afford it.",1,0,1,1,0,1,1,1
1206,"Luckily, I was able to fill out a financial aid form.",0,1,0,1,1,1,1,1
1207,"I put all my information in, and then waited.",1,1,1,1,0,1,0,0
1208,"Eventually, I got word that I had received aid.",0,1,0,0,1,0,1,1
1209,It made it so I could go to college.,0,1,0,1,1,0,1,1
1210,The bride had doubts about getting married.,0,1,0,1,0,0,0,0
1211,She talked to her fiance about their decision.,1,1,1,1,1,1,1,1
1212,The groom reassured her that he loved her.,0,1,0,1,1,0,1,1
1213,She remembered how much she loved him too.,0,1,0,1,1,0,1,1
1214,The wedding went forward without anymore problems.,0,1,0,1,1,0,1,1
1215,Joe wanted to go to Stanford very badly.,0,1,0,1,1,1,0,0
1216,He worked hard all through high school to obtain his goal.,0,1,0,1,1,0,1,1
1217,He checked the mailbox everyday hoping for the big envelope.,0,1,0,1,1,0,1,1
1218,"The big envelope meant he got in, the small envelope meant rejection.",0,1,0,1,0,1,1,1
1219,Finally a big envelope came in the mail!,0,1,0,0,1,0,1,1
1220,I went to the doctor yesterday today for a check up.,0,1,0,0,1,0,0,1
1221,The doctor told me I needed a shot.,0,1,0,1,0,1,1,1
1222,When I got the shot I screamed.,1,1,0,1,0,1,1,0
1223,The pain was unbearable.,1,1,1,1,0,1,1,0
1224,The only upside was that the pain was quick.,0,1,0,1,0,0,1,1
1225,Adam moved out to school.,0,0,0,0,0,0,0,0
1226,He started his classes well.,0,1,0,0,1,0,1,1
1227,He made straight A's.,0,0,0,0,1,0,1,1
1228,He won an award.,0,1,0,0,1,0,1,1
1229,He got hired for a job.,0,1,0,0,1,0,1,1
1230,Stacey was at the mall when she found a necklace she really liked.,1,1,1,1,1,1,1,1
1231,The necklace was pink gold and filled with diamonds.,0,1,0,1,1,0,1,1
1232,She loved the way it looked around her neck.,0,1,0,0,1,0,1,1
1233,Stacey proceeded to buy the necklace.,0,1,0,1,1,0,0,1
1234,"However when it cost a thousand dollars, she no longer wanted it.",0,0,1,0,0,1,1,0
1235,Sally just got a brand new car.,0,1,0,0,1,0,0,0
1236,She wanted to customize it.,0,1,0,0,1,0,1,1
1237,She found a set of shiny chrome rims online.,0,1,0,0,1,0,1,0
1238,She got them installed on her car the next day.,0,1,0,0,1,0,0,0
1239,Her brand new car looked amazing with its new chrome rims.,0,1,0,0,1,0,0,1
1240,Mary stopped at the store to buy something for the office picnic.,0,1,0,0,1,0,0,0
1241,She saw a quart of coleslaw on sale and bought it.,0,1,0,0,1,0,1,1
1242,"The cole-slaw smelled a bit off, but Mary set it out on the table.",1,1,0,1,0,1,1,0
1243,"Later that day, several people at the picnic felt ill.",1,1,1,1,0,1,1,1
1244,Mary said her co-worker's potato salad must have spoiled.,0,0,1,1,0,1,1,0
1245,Mariah was backstage organizing a play.,0,0,0,0,0,0,0,0
1246,She needed to get to the other side of the stage.,0,1,0,0,0,0,0,1
1247,No one was supposed to but she snuck behind the curtain.,0,1,0,1,1,0,1,1
1248,She was sure that everyone could tell what she had done.,0,1,1,1,1,1,1,0
1249,Luckily it seemed as though no one did notice.,0,1,0,1,1,0,1,1
1250,I've been trying to quit biting my nails.,1,1,1,1,0,1,1,0
1251,"This morning, I put rubbing alcohol on them.",1,1,1,1,1,1,1,1
1252,I started working.,0,1,0,0,1,0,0,0
1253,"Unconsciously, I started to nibble on my nails.",1,1,1,1,0,1,1,0
1254,It tasted so awful I had to spit.,1,0,1,0,0,0,1,0
1255,It was 10 AM before Amy realized she hadn't had breakfast.,1,1,1,1,1,1,1,1
1256,It was too late now and lunch was in 2 hours.,1,1,1,1,0,1,1,0
1257,And now the coffee she had before class was making her jittery.,0,0,0,1,0,1,1,0
1258,"Her hands were shaking, and she was sweating slightly.",1,1,0,1,0,1,1,0
1259,Amy did not like how this felt.,1,1,1,1,0,1,0,0
1260,Martin was working on his vocals.,0,1,0,0,1,0,1,1
1261,He was in a barbershop quartet.,0,0,0,0,0,0,0,0
1262,"At practice, the other members told him he was fired.",1,1,1,1,0,1,1,0
1263,He asked the reason why.,1,1,1,1,0,1,1,1
1264,They said he sang too good for the quartet.,1,1,1,1,0,1,1,0
1265,I was really sick all last week.,1,0,1,1,0,1,1,0
1266,I was so sick that I had to go see a doctor.,1,1,1,1,0,1,1,1
1267,I called and scheduled an appointment.,1,1,1,1,0,1,1,1
1268,The doctor was available to see me right away.,0,1,0,1,1,0,1,1
1269,After seeing the doctor I feel much better.,0,1,0,0,1,0,0,1
1270,"As a child, we raised goats.",0,0,0,0,0,0,0,0
1271,"We had several milking does, and a neutered male as a pet.",0,0,0,0,1,0,0,1
1272,"The male, named Chocolate, was a very friendly goat, and a great pet.",0,0,0,0,1,0,0,1
1273,"My parents decided he cost too much, and took him to the butcher.",1,1,1,1,0,1,1,1
1274,"Later, I found ground meat in the freezer labeled chocolate.",1,1,1,1,1,1,1,1
1275,Nick wanted a new car.,1,1,0,1,1,1,0,1
1276,So he got a job and saved his money.,1,1,1,1,1,1,0,1
1277,He felt like quitting his job and giving up however.,1,1,1,1,0,1,1,0
1278,But he knew it would be worse without money.,1,1,1,1,1,1,1,0
1279,Nick was glad when he was able to afford a new car.,0,1,0,0,1,0,1,0
1280,Karl has worked for UPS his entire life.,0,0,0,0,1,1,0,1
1281,He needs to make more money but doesn't know how.,1,1,0,1,0,1,1,0
1282,He works forty hours a week but it's not enough.,1,0,1,0,0,1,1,0
1283,But this week UPS announced that all overtime will be approved!,0,1,0,0,1,0,1,1
1284,Now Karl can work overtime which pays more every week!,0,1,0,0,1,0,1,1
1285,Tina was playing a video game online.,1,1,0,0,1,0,0,0
1286,She was sad because she didn't have enough gold to buy a magic staff.,0,0,0,0,0,1,0,0
1287,But someone found her online character attractive and gave her gold.,0,1,0,0,1,0,1,1
1288,Tina got more than enough money to buy the magic staff.,0,1,0,0,1,0,1,1
1289,And she spent the rest of the day buying items with all of her gold.,0,1,0,0,1,0,1,1
1290,Gregory felt a kinship with other dog owners.,0,1,0,0,1,0,1,1
1291,He felt that they simply understood him intuitively.,0,1,0,0,1,0,1,1
1292,He would talk to people at the dog park all day.,0,1,0,0,1,0,1,1
1293,One day he bickered with a husky owner regarding litter in the park.,1,1,1,1,1,1,1,0
1294,Gregory amended his kinship philosophy.,1,1,1,0,0,1,0,1
1295,Yoshio was 31 years old and played modern video games.,0,0,0,0,1,1,0,1
1296,One day he had a hankering to play the old classic Nintendo.,0,1,0,0,1,1,0,1
1297,"He figured it was so old, it'd be sold online for very little money.",0,1,0,0,1,0,1,1
1298,But Yoshio was very wrong-the console was insanely expensive!,1,1,1,1,1,1,1,1
1299,It was now a collector's item instead of just a toy.,0,1,1,1,1,1,1,1
1300,Kim's parents were having a party.,0,1,0,0,1,0,1,1
1301,The adults were playing music and dancing.,0,1,0,0,1,0,0,1
1302,But they weren't very good dancers.,0,1,1,1,1,1,1,1
1303,"They were jerking, and sliding all around the room.",1,1,0,1,1,1,1,1
1304,She laughed at the adults horrible dancing skills.,1,0,1,0,1,0,1,0
1305,Liz was really good at singing.,0,0,0,0,0,0,0,0
1306,But she always sang alone!,0,1,1,0,1,1,0,1
1307,She decided to join the church choir.,0,1,0,0,1,0,1,1
1308,They practiced singing during the week.,0,0,0,0,0,0,0,0
1309,They ended up singing beautifully every Sunday!,0,1,0,0,1,0,1,1
1310,Jorge sat on a bench in the park.,0,0,0,0,1,0,0,0
1311,He watched the birds milling around on the grass.,0,1,0,1,1,1,1,1
1312,He fed the birds with bread he had brought in a bag.,0,1,0,0,1,0,1,1
1313,The birds were scared by a cyclist coming around the corner.,1,1,0,1,0,0,1,0
1314,Jorge covered his head with his arms as the birds flew into him.,0,1,0,1,0,1,1,0
1315,Our relationship confuses me.,0,1,0,1,0,1,1,0
1316,We got into another argument.,1,1,1,1,0,1,1,1
1317,He accused me of not working hard.,0,0,0,1,0,1,1,0
1318,I explained my computer was being slow.,1,0,0,0,0,1,1,0
1319,He refused to listen and shut me out.,1,0,0,1,0,1,1,0
1320,Paul was carrying his dishes to the sink.,0,1,0,0,1,0,0,0
1321,He tripped up the steps.,1,1,1,1,1,1,1,1
1322,Paul dropped his plate.,1,1,0,1,0,1,1,1
1323,The plate broke.,1,1,1,1,0,1,1,0
1324,Paul had a huge mess to clean up.,1,1,1,1,0,1,1,0
1325,Anna loved her science class.,0,1,0,0,1,0,0,0
1326,Her science teacher encouraged her to compete in the science fair.,0,1,0,0,1,0,0,1
1327,Anna's teacher worked with her a lot after school.,0,1,0,0,1,0,0,1
1328,Anna presented her project at the fair.,0,1,0,0,1,0,1,1
1329,Her teacher was proud of her.,0,1,0,0,1,0,1,1
1330,Allie went shopping with a friend.,0,0,0,0,0,0,0,0
1331,Her eye caught a nice handbag.,0,1,0,1,1,0,1,1
1332,But unfortunately it was too expensive.,0,0,0,0,0,1,1,0
1333,Allie could not afford it.,1,1,1,1,0,1,1,0
1334,She had to leave empty handed.,1,1,0,0,0,1,1,0
1335,I downloaded Pokemon Go onto my smart phone.,0,1,0,0,1,0,0,0
1336,I was playing the game at a beach early in the morning.,0,1,0,0,1,0,0,0
1337,I was chasing Pokemon along the beach and into the water.,0,1,0,0,1,0,0,1
1338,"Suddenly, I noticed that there was a dead body beside me.",0,1,1,1,0,1,1,0
1339,I called the police and they came to investigate.,1,1,1,1,0,1,1,1
1340,Brian wanted to make new friends.,1,1,1,1,1,1,1,1
1341,He knew he would need to start conversations with new people.,0,1,0,1,1,0,0,1
1342,He asked a new girl about her favorite food.,1,1,1,1,1,1,1,1
1343,She talked about her numerous allergies.,0,1,0,0,1,1,1,1
1344,They then became quick friends.,0,1,0,0,1,0,1,1
1345,Betsy was really good with money.,0,1,0,0,1,0,0,1
1346,She went to college and wanted to do something in math.,0,1,0,0,1,0,0,1
1347,She decided on accounting.,0,1,0,0,1,0,0,1
1348,When she graduated she got a great job.,0,1,0,0,1,0,1,1
1349,She loves her accounting job.,0,0,0,0,1,0,0,0
1350,Jamie loved her job.,0,1,0,0,1,0,1,1
1351,She was a 911 dispatcher.,1,1,1,1,1,1,1,1
1352,She got a call one night that was very difficult.,1,1,1,1,0,1,1,0
1353,Something horrible happened to a child.,1,1,1,1,0,1,1,0
1354,Jamie quit her job after that.,1,1,1,1,0,1,1,0
1355,Will wanted to improve his health.,0,1,0,1,1,0,1,1
1356,Will got himself a FitBit.,0,1,0,0,1,0,0,1
1357,Will began tracking his steps with the FitBit.,1,1,1,0,1,0,0,1
1358,Will walked more and more each day for several months.,0,1,0,0,1,0,0,1
1359,Now Will is in the best shape of his life.,0,1,0,0,1,0,1,1
1360,Erica was the new zoo keeper for the penguins.,0,0,0,0,0,0,0,0
1361,It was her first day at the job.,0,1,0,1,1,0,1,1
1362,Her first assignment was to feed the penguins.,0,1,1,1,1,1,1,1
1363,She prepared buckets full of fish.,0,1,0,1,1,0,1,1
1364,She left the buckets of fish near the penguins.,0,0,0,0,0,0,0,0
1365,The alarmed rang hard but rick did not wake up.,0,0,0,0,1,1,1,0
1366,After 30 min he finally woke up.,0,1,1,0,0,1,1,0
1367,He hurried to get ready.,1,1,1,1,0,1,1,0
1368,On his way to work there was a lot of traffic.,1,1,1,1,0,1,1,1
1369,He finally made it to work with 2 minutes to spare.,1,1,1,1,1,1,1,1
1370,Martha had wanted new clothes.,0,0,0,0,1,1,0,0
1371,Her husband told her they didn't have money for a new shirt.,1,1,1,1,0,1,1,1
1372,So Martha decided to earn her own money by selling cookies.,0,1,1,0,1,1,1,1
